,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
274,The Valley,75,AI,1587234257,74,18.22,-63.06,80.6,11.41
275,Aklavik,75,CA,1587234432,79,68.22,-135.01,23.0,11.41
276,Puerto Carreño,75,CO,1587234289,88,6.19,-67.49,77.0,9.17
277,Huilong,100,CN,1587234518,98,31.81,121.66,57.0,4.0
278,Batagay-Alyta,0,RU,1587234518,67,67.8,130.41,-7.1,4.45
279,Puerto Colombia,20,CO,1587234519,52,10.99,-74.95,93.2,10.29
280,Joshīmath,87,IN,1587234519,24,30.57,79.57,49.41,4.25
281,Siocon,33,PH,1587234519,74,7.71,122.14,82.38,9.33
282,Talnakh,100,RU,1587234519,74,69.49,88.4,37.4,33.55
283,Cazones de Herrera,75,MX,1587234519,63,20.72,-97.32,91.4,6.93
284,Hithadhoo,99,MV,1587234519,74,-0.6,73.08,84.16,12.82
285,Trairi,23,BR,1587234519,72,-3.28,-39.27,83.75,5.5
286,Fukuechō,85,JP,1587234520,70,32.69,128.84,59.27,13.69
287,Kingman,1,US,1587234520,34,35.19,-114.05,69.01,14.99
288,Nassau,90,US,1587234520,75,40.75,-73.58,44.01,12.75
289,La Palma,90,US,1587234396,67,33.85,-118.05,66.0,4.7
290,San Patricio,20,MX,1587234437,78,19.22,-104.7,82.4,11.41
291,Brae,0,GB,1587234520,70,60.4,-1.35,46.4,11.41
292,Galesong,20,ID,1587234520,100,-5.32,119.37,77.0,1.12
293,Omsukchan,100,RU,1587234520,84,62.53,155.8,-0.09,6.29
294,La Moncada,40,MX,1587234520,32,20.27,-100.8,80.6,5.3
295,Tashtyp,0,RU,1587234521,59,52.79,89.9,39.36,4.56
296,Srednekolymsk,47,RU,1587234521,89,67.45,153.68,-12.33,7.87
297,Ostrovnoy,100,RU,1587234521,95,68.05,39.51,32.45,12.5
298,Vila Franca do Campo,40,PT,1587234472,82,37.72,-25.43,62.6,11.41
299,At-Bashi,86,KG,1587234521,23,41.17,75.81,43.48,1.28
300,Pisco,3,PE,1587234521,64,-13.7,-76.22,75.99,10.29
301,Wuwei,1,CN,1587234271,43,37.93,102.64,51.01,4.34
302,Terrace Bay,90,CA,1587234521,88,48.78,-87.1,35.6,9.17
303,Itoman,75,JP,1587234522,88,26.12,127.67,71.6,5.82
304,Tungor,22,RU,1587234522,90,53.38,142.96,16.27,5.44
305,Songyuan,87,CN,1587234522,32,45.12,124.86,57.49,14.56
306,Billings Metropolitan Area,75,US,1587234274,50,45.78,-108.5,51.8,8.05
307,Aberdeen,0,GB,1587234522,70,57.14,-2.1,46.0,8.05
308,Ust'-Ishim,100,RU,1587234522,74,57.69,71.17,48.76,6.44
309,Oktyabr'skoye,97,RU,1587234522,65,43.06,44.74,46.4,8.95
310,Lugovoy,0,KZ,1587234522,44,42.95,72.76,52.54,6.13
311,Moerai,100,PF,1587234286,77,-22.43,-151.33,80.22,9.04
312,Tazovsky,100,RU,1587234522,98,67.47,78.7,36.77,22.64
313,Pundaguitan,60,PH,1587234523,80,6.37,126.17,82.13,12.06
314,Rock Sound,2,BS,1587234523,80,24.9,-76.2,78.24,13.24
315,Saginaw,1,US,1587234523,37,43.33,-84.03,55.99,18.34
316,Monrovia,75,LR,1587234250,83,6.3,-10.8,82.4,6.93
317,Airai,63,TL,1587234523,56,-8.93,125.41,60.13,2.48
318,Masvingo,6,ZW,1587234523,64,-20.06,30.83,65.05,8.03
319,Suntar,96,RU,1587234523,94,62.14,117.63,11.03,4.79
320,Vila,75,PT,1587234523,87,42.03,-8.16,57.2,5.82
321,Nara,99,JP,1587234250,61,34.69,135.8,55.99,1.99
322,Jianhu,20,CN,1587234524,63,29.98,120.57,62.01,3.27
323,Isla Mujeres,75,MX,1587234494,66,21.23,-86.73,87.8,14.99
324,Pacific Grove,90,US,1587234435,62,36.62,-121.92,59.0,7.99
325,Pampa,1,US,1587234524,44,35.54,-100.96,64.4,19.46
326,Nālūt,28,LY,1587234524,19,30.33,10.85,84.65,12.44
327,The Pas,75,CA,1587234524,62,53.83,-101.25,23.0,10.29
328,Tarko-Sale,100,RU,1587234524,70,64.92,77.78,39.0,27.85
329,Tabou,88,CI,1587234524,83,4.42,-7.35,81.72,9.1
330,Terney,63,RU,1587234524,68,45.05,136.61,39.07,2.37
331,Neiafu,75,TO,1587234524,94,-18.65,-173.98,77.0,17.65
332,Tiznit Province,24,MA,1587234482,59,29.58,-9.5,60.84,11.25
333,Ormara,60,PK,1587234454,77,25.21,64.64,78.73,11.05
334,Tuatapere,94,NZ,1587234525,93,-46.13,167.68,43.0,4.0
335,Guderup,16,DK,1587234525,62,54.99,9.87,51.8,11.41
336,Puyang,100,CN,1587234525,84,29.46,119.89,59.18,0.94
337,Sitka,40,US,1587234525,93,57.05,-135.33,41.0,4.7
338,Örnsköldsvik,0,SE,1587234525,42,63.29,18.72,48.2,6.93
339,Padang,100,ID,1587234525,77,-0.95,100.35,78.89,0.98
340,Benghazi,0,LY,1587234526,65,32.12,20.07,62.74,15.97
341,Cayenne,75,GF,1587234414,70,4.93,-52.33,86.0,8.05
342,Laas,40,IT,1587234451,51,46.62,10.7,59.0,2.24
343,Codrington,47,AU,1587234526,84,-38.27,141.97,51.66,7.92
344,Abu Samrah,67,SY,1587234526,44,35.3,37.18,69.37,6.6
345,Itarema,30,BR,1587234526,72,-2.92,-39.92,84.38,7.09
346,Torbay,75,CA,1587234526,55,47.67,-52.73,39.99,11.41
347,Atar,0,MR,1587234527,13,20.52,-13.05,86.22,15.46
348,Shingū,1,JP,1587234527,69,33.73,135.98,51.78,12.64
349,São Caetano do Sul,20,BR,1587234527,60,-23.62,-46.55,73.4,13.87
350,Yongzhou,94,CN,1587234527,88,26.46,111.6,64.83,5.79
351,Waipawa,9,NZ,1587234284,59,-41.41,175.52,60.8,13.87
352,Rabo de Peixe,40,PT,1587234527,82,37.8,-25.58,62.6,11.41
353,Bloemfontein,16,ZA,1587234420,82,-29.12,26.21,62.6,4.7
354,Qaqortoq,40,GL,1587234527,43,60.72,-46.03,33.8,5.82
355,Baykit,46,RU,1587234527,92,61.67,96.37,20.35,2.13
356,East London,0,ZA,1587234261,64,-33.02,27.91,71.94,17.94
357,Gunnedah,1,AU,1587234528,100,-30.98,150.25,41.0,3.36
358,Manta,75,EC,1587234528,78,-0.95,-80.73,82.4,8.05
359,Kenai,90,US,1587234515,93,60.55,-151.26,41.0,6.93
360,Juba,98,SS,1587234528,58,4.85,31.58,79.45,5.84
361,Erzin,76,TR,1587234528,49,36.96,36.2,69.8,12.75
362,Rudnogorsk,11,RU,1587234528,89,57.26,103.75,18.81,6.46
363,Nsawam,20,GH,1587234528,79,5.81,-0.35,84.2,16.11
364,Kedrovyy,13,RU,1587234528,74,56.17,91.82,30.2,7.61
365,Ust'-Omchug,100,RU,1587234473,80,61.15,149.63,-8.07,9.22
366,Mayo,90,US,1587234454,57,38.89,-76.51,53.01,17.22
367,Varkaus,75,FI,1587234529,86,62.32,27.87,34.0,12.75
368,Mokhsogollokh,50,RU,1587234529,92,61.47,128.92,4.8,3.51
369,Bengkulu,100,ID,1587234529,83,-3.8,102.27,77.99,3.4
370,Paita,54,PE,1587234529,48,-5.09,-81.11,87.8,11.41
371,Cidreira,3,BR,1587234529,65,-30.18,-50.21,71.73,10.78
372,Coyhaique,90,CL,1587234529,76,-45.58,-72.07,51.8,4.7
373,Biskamzha,0,RU,1587234529,67,53.45,89.53,33.64,7.05
374,Hambantota,88,LK,1587234530,77,6.12,81.12,83.25,6.55
375,Udachny,1,RU,1587234530,43,66.42,112.4,10.4,4.47
376,Santa Rosalía,7,MX,1587234530,25,27.32,-112.28,73.63,0.58
377,Teya,80,RU,1587234530,94,60.38,92.63,28.33,3.18
378,Golpāyegān,100,IR,1587234530,36,33.45,50.29,51.28,2.64
379,Luancheng,20,CN,1587234530,58,37.88,114.65,57.2,4.47
380,Butterworth,40,MY,1587234530,88,5.4,100.36,82.4,4.7
381,Katangli,96,RU,1587234530,96,51.71,143.23,23.5,4.52
382,Acaraú,44,BR,1587234530,74,-2.89,-40.12,84.16,6.4
383,Pincher Creek,90,CA,1587234531,86,49.48,-113.95,35.01,10.29
384,Dzhebariki-Khaya,40,RU,1587234531,88,62.22,135.8,-4.07,1.12
385,Serenje,22,ZM,1587234531,63,-13.23,30.24,62.53,7.83
386,Belaya Gora,64,RU,1587234531,87,68.53,146.42,-13.02,3.13
387,Lompoc,90,US,1587234445,67,34.64,-120.46,60.01,8.05
388,Sobreira,45,PT,1587234531,71,41.52,-7.8,63.0,5.64
389,Bratsk,73,RU,1587234454,35,56.13,101.61,28.0,6.71
390,Kamennogorsk,90,RU,1587234531,80,60.95,29.13,36.0,10.29
391,Price,90,US,1587234369,61,39.6,-110.81,52.0,4.7
392,Nome,90,US,1587234352,100,64.5,-165.41,33.8,9.17
393,Klaksvík,0,FO,1587234404,75,62.23,-6.59,44.6,11.41
394,Benguela,32,AO,1587234532,83,-12.58,13.41,79.25,4.12
395,Otane,0,NZ,1587234532,82,-39.88,176.63,57.0,13.0
396,Zárate,0,AR,1587234532,57,-34.1,-59.03,79.0,1.99
397,Barabai,98,ID,1587234410,94,-2.58,115.38,75.2,1.74
398,Mosquera,75,CO,1587234532,45,4.71,-74.23,66.2,8.05
399,Wattegama,96,LK,1587234532,85,6.8,81.48,76.77,0.92
400,Luorong,98,CN,1587234532,88,24.41,109.61,72.59,6.51
401,Ambon City,84,ID,1587234532,72,-3.7,128.18,83.12,3.02
402,Planaltina,75,BR,1587234447,73,-15.45,-47.61,77.0,10.29
403,Parkes,26,AU,1587234533,86,-33.13,148.18,48.0,3.47
404,Dublin,90,US,1587234533,66,37.7,-121.94,61.0,9.17
405,Lingao,77,CN,1587234533,86,19.91,109.69,75.69,3.2
406,Fortuna,90,US,1587234533,93,40.6,-124.16,55.99,3.36
407,Kapit,85,MY,1587234533,95,2.02,112.93,74.68,1.45
408,Kankaanpää,14,FI,1587234533,55,61.8,22.42,41.0,11.41
409,Karligan,78,PH,1587234533,83,14.97,122.05,79.84,7.76
410,Unguía,40,CO,1587234533,66,8.04,-77.09,87.8,13.87
411,Chicama,75,PE,1587234533,78,-7.84,-79.15,71.6,11.41
412,Pangody,100,RU,1587234534,97,65.85,74.49,37.78,16.44
413,Cuenca,75,EC,1587234393,100,-2.88,-78.98,57.2,5.82
414,Bragadiru,53,RO,1587234534,45,44.37,25.98,68.0,10.94
415,Yevlax,54,AZ,1587234534,87,40.61,47.15,51.8,4.7
416,Tateyama,0,JP,1587234534,70,34.98,139.87,57.99,5.99
417,Ishigaki,100,JP,1587234534,87,24.34,124.16,75.47,18.72
418,Egvekinot,100,RU,1587234243,89,66.32,-179.17,6.01,22.41
419,Lincoln,1,US,1587234255,36,40.8,-96.67,64.4,25.28
420,Laurel,90,US,1587234535,57,39.1,-76.85,52.0,8.05
421,Springbok,1,ZA,1587234535,43,-29.66,17.89,57.04,3.98
422,Neyyāttinkara,40,IN,1587234535,74,8.4,77.08,86.0,3.36
423,Cadiz,20,ES,1587234535,52,36.5,-5.75,71.01,9.17
424,Sinnamary,93,GF,1587234535,78,5.38,-52.95,82.44,10.33
425,Cabo San Lucas,5,MX,1587234535,64,22.89,-109.91,78.01,19.46
426,Rawson,100,AR,1587234536,63,-43.3,-65.1,67.28,14.81
427,Kahului,20,US,1587234397,60,20.89,-156.47,75.2,3.36
428,Muborak,70,UZ,1587234536,30,39.26,65.15,69.94,6.24
429,Doha,31,QA,1587234248,69,25.29,51.53,78.01,8.05
430,Khatanga,0,RU,1587234536,93,71.97,102.5,10.49,4.81
431,Portland,90,US,1587234427,76,45.52,-122.68,51.8,8.05
432,Chapais,1,CA,1587234307,32,49.78,-74.85,39.2,25.28
433,Novoagansk,100,RU,1587234537,82,61.94,76.66,50.68,17.56
434,Sittwe,1,MM,1587234537,85,20.15,92.9,77.79,6.02
435,Korem,100,ET,1587234537,48,12.51,39.52,53.91,4.88
436,Gizo Government Station,68,SB,1587234537,74,-8.1,156.84,81.28,3.11
437,Pemangkat,79,ID,1587234538,89,1.17,108.97,76.1,6.85
438,Anáhuac,90,MX,1587234538,88,27.23,-100.15,62.6,5.82
439,Mogadishu,88,SO,1587234538,75,2.04,45.34,84.54,13.35
440,Leningradskiy,51,RU,1587234538,89,69.38,178.42,-3.64,7.58
441,Tura,89,IN,1587234538,74,25.52,90.22,68.4,9.28
442,Acapulco de Juárez,5,MX,1587234470,55,16.86,-99.89,86.0,8.05
443,Imeni Poliny Osipenko,76,RU,1587234538,88,52.42,136.49,26.26,8.5
444,Broome,90,US,1587234538,69,42.25,-75.83,42.01,12.75
445,Nyrob,100,RU,1587234539,93,60.73,56.72,34.84,4.85
446,Hindoria,68,IN,1587234539,27,23.9,79.57,85.73,4.18
447,Vieques,40,PR,1587234539,70,18.43,-65.83,86.0,16.11
448,Ullapool,0,GB,1587234539,66,57.9,-5.16,48.99,15.01
449,Olavarría,0,AR,1587234539,42,-36.89,-60.32,75.99,3.0
450,La Providencia,0,MX,1587234539,30,28.72,-111.58,80.01,7.0
451,Alofi,37,NU,1587234539,88,-19.06,-169.92,77.0,6.93
452,Puerto Escondido,5,MX,1587234539,84,15.85,-97.07,86.0,10.29
453,Huai Yot,91,TH,1587234540,91,7.79,99.63,76.96,2.53
454,Garoowe,49,SO,1587234540,56,8.41,48.48,81.55,16.53
455,Cam Ranh,40,VN,1587234263,79,11.92,109.16,84.2,1.12
456,Varkala,40,IN,1587234540,74,8.73,76.71,86.0,3.36
457,Zhezkazgan,87,KZ,1587234540,40,47.8,67.71,57.69,7.43
458,Moraviţa,87,RO,1587234540,45,45.26,21.27,66.2,4.7
459,Yeppoon,40,AU,1587234540,88,-23.13,150.73,71.6,5.91
460,Khasan,0,RU,1587234540,67,42.43,130.64,44.02,3.42
461,Shimoda,8,JP,1587234433,81,34.67,138.95,54.0,1.01
462,Chake Chake,100,TZ,1587234540,84,-5.25,39.77,81.12,17.65
463,Recea,1,RO,1587234541,32,47.63,23.52,55.4,3.36
464,Goderich,43,CA,1587234369,51,43.75,-81.72,48.0,5.01
465,Buraidah,50,SA,1587234541,54,26.33,43.98,78.8,19.46
466,Xai-Xai,0,MZ,1587234541,77,-25.05,33.64,73.6,9.51
467,Arlit,0,NE,1587234541,8,18.74,7.39,93.45,5.55
468,Pozo Colorado,35,PY,1587234541,26,-23.49,-58.8,84.99,3.65
469,Bremerton,95,US,1587234256,97,47.57,-122.63,52.0,1.99
470,Ruska Poliana,92,UA,1587234541,55,49.42,31.92,44.78,5.46
471,Narsaq,40,GL,1587234542,43,60.92,-46.05,33.8,5.82
472,Biel/Bienne,77,CH,1587234542,45,47.13,7.24,68.0,5.82
473,Sivagiri,31,IN,1587234542,66,9.33,77.43,82.6,3.22
474,Mnogovershinnyy,37,RU,1587234542,86,53.94,139.92,14.45,1.74
475,Lagoa,93,PT,1587234542,85,39.05,-27.98,63.09,25.57
476,Najrān,40,SA,1587234542,26,17.49,44.13,84.2,2.24
477,Half Moon Bay,90,US,1587234543,67,37.46,-122.43,60.01,8.05
478,Maputo,40,MZ,1587234243,78,-25.97,32.59,77.0,11.41
479,Ségou,73,ML,1587234543,8,13.43,-6.22,105.84,6.93
480,Jaicós,72,BR,1587234360,79,-7.36,-41.14,79.75,2.15
481,Champerico,20,GT,1587234543,39,14.3,-91.92,95.0,4.7
482,Mahon,75,ES,1587234543,88,39.89,4.27,64.4,10.29
483,Rabaul,99,PG,1587234543,79,-4.2,152.17,80.42,3.4
484,Shenjiamen,100,CN,1587234544,82,29.96,122.3,58.91,16.78
485,Huarmey,22,PE,1587234247,57,-10.07,-78.15,80.83,9.53
486,Hirara,98,JP,1587234544,88,24.8,125.28,73.96,17.45
487,Takoradze,46,GH,1587234424,78,4.88,-1.76,83.68,10.74
488,Ngunguru,62,NZ,1587234544,98,-35.62,174.5,59.0,11.79
489,Mendeleyevo,97,RU,1587234544,77,56.03,37.22,37.4,8.95
490,Ati,26,TD,1587234544,10,13.22,18.34,86.97,5.77
491,Tiarei,98,PF,1587234545,70,-17.53,-149.33,84.2,3.36
492,Shirokiy,91,RU,1587234545,47,49.76,129.52,48.02,12.37
493,Hamilton,75,US,1587234308,46,39.18,-84.53,54.0,8.05
494,Kununurra,40,AU,1587234545,83,-15.77,128.73,75.2,3.8
495,La Ronge,75,CA,1587234333,46,55.1,-105.28,28.4,12.75
496,Marsh Harbour,3,BS,1587234258,72,26.54,-77.06,81.95,15.14
497,Kembé,80,CF,1587234545,70,4.62,21.89,76.69,2.68
498,Natal,40,BR,1587234545,59,-5.79,-35.21,89.6,9.17
499,Khilchipur,96,IN,1587234545,22,24.03,76.57,88.14,7.25
500,Bulawayo,0,ZW,1587234546,52,-20.15,28.58,65.61,11.12
501,Matagami,40,CA,1587234546,38,49.75,-77.63,41.0,21.92
502,Ongandjera,89,NA,1587234546,27,-17.88,15.07,81.7,5.7
503,Alpena,1,US,1587234546,25,45.06,-83.43,51.8,11.41
504,Mopipi,15,BW,1587234546,22,-21.18,24.88,79.52,9.33
505,Souillac,40,MU,1587234305,74,-20.52,57.52,79.0,16.11
506,Dharān,11,NP,1587234399,51,26.81,87.28,74.71,5.3
507,Petropavlovsk-Kamchatskiy,0,RU,1587234547,88,53.05,158.65,32.0,8.95
508,Wisła,36,PL,1587234547,8,49.66,18.86,52.0,2.73
509,Ginir,100,ET,1587234547,57,7.13,40.7,61.47,2.59
510,Kumul,95,CN,1587234547,20,42.8,93.45,65.14,17.05
511,Mehamn,99,NO,1587234547,85,71.04,27.85,35.33,13.09
512,Camargo,100,MX,1587234547,11,27.67,-105.17,81.64,14.14
513,Toumodi,75,CI,1587234547,74,6.56,-5.02,80.6,6.93
514,Tadine,93,NC,1587234547,74,-21.55,167.88,74.23,8.97
515,Poum,81,NC,1587234548,77,-20.23,164.02,78.17,14.76
516,Arrondissement de Mont-de-Marsan,100,FR,1587234548,63,44.0,-0.67,64.4,8.05
517,Hays,100,US,1587234544,82,30.05,-98.03,62.01,10.92
518,Liverpool,99,GB,1587234361,76,53.41,-2.98,51.01,4.7
519,Panguipulli,75,CL,1587234548,72,-39.63,-72.33,66.2,12.75
520,Barcelos,20,PT,1587234427,82,41.54,-8.62,63.0,9.17
521,Mazagão,40,BR,1587234548,66,-0.12,-51.29,89.6,8.05
522,Boende,94,CD,1587234548,86,-0.22,20.87,72.57,2.26
523,Santa Isabel Rio Negro,93,BR,1587234313,82,-0.41,-65.02,80.76,4.94
524,Sovetskiy,99,RU,1587234549,90,61.36,63.58,38.17,7.4
525,Tessalit,79,ML,1587234549,7,20.2,1.01,98.2,7.38
526,North Platte,1,US,1587234549,24,41.12,-100.77,66.2,4.7
527,Euclides da Cunha,51,BR,1587234549,38,-10.51,-39.02,87.48,7.25
528,Guerrero Negro,2,MX,1587234336,56,27.98,-114.06,65.25,16.64
529,Kushiro,99,JP,1587234456,89,42.98,144.37,39.88,4.79
530,Chanika,100,TZ,1587234550,82,-5.42,38.02,68.11,3.13
531,Safford,1,US,1587234550,13,32.83,-109.71,71.6,4.7
532,Urengoy,100,RU,1587234550,93,65.97,78.37,39.65,23.62
533,Raudeberg,0,NO,1587234550,61,61.99,5.14,48.2,9.17
534,Nanortalik,27,GL,1587234550,88,60.14,-45.24,30.18,3.69
535,Areosa,20,PT,1587234550,82,41.72,-8.86,60.8,9.17
536,Boyolangu,100,ID,1587234551,83,-8.12,111.89,77.52,4.7
537,‘Ewa Beach,40,US,1587234551,57,21.32,-158.01,77.0,9.17
538,Nyurba,69,RU,1587234551,93,63.28,118.33,6.75,4.54
539,Honiara,20,SB,1587234551,100,-9.43,159.95,73.4,3.36
540,Inírida,87,CO,1587234551,83,3.87,-67.92,82.71,3.71
541,Clacton-on-Sea,58,GB,1587234551,82,51.79,1.16,50.0,1.99
542,Batemans Bay,99,AU,1587234442,100,-35.72,150.18,57.0,0.38
543,Ambilobe,99,MG,1587234405,77,-13.2,49.05,75.83,6.6
544,Natitingou,75,BJ,1587234552,57,10.3,1.38,78.8,9.17
545,Pittsburg,90,US,1587234370,51,38.03,-121.88,63.0,9.17
546,Burnie,31,AU,1587234552,91,-41.07,145.92,55.99,3.0
547,Angoche,0,MZ,1587234552,82,-16.23,39.91,78.8,8.16
548,Kargopol',95,RU,1587234552,97,61.51,38.95,28.99,2.75
549,Ersekë,28,AL,1587234553,50,40.34,20.68,54.12,1.32
550,San Ramon,90,US,1587234553,66,37.78,-121.98,61.0,9.17
